,season_id,game_id,game_date,team_id,team_abbreviation,matchup,wl_x,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,date,season,team,elo1_pre,elo2_pre,elo1_post,elo2_post,raptor1_pre,raptor2_pre,score1,score2,quality,wl_y
267,22018,21800913,2019-02-27,1610612738,BOS,BOS @ POR,0,40.0,86.0,0.465,5.0,28.0,0.179,7.0,10.0,0.7,8.0,33.0,41.0,20.0,5.0,4.0,17.0,20.0,92,-5,2019-02-27,2019,BOS,1578.73259951305,1628.59024348072,1570.3503285703,1636.97251442347,1652.7598315333,1619.1007686162,92.0,97.0,92,0.0
268,22018,21800931,2019-03-01,1610612738,BOS,BOS @ WAS,1,42.0,94.0,0.447,10.0,35.0,0.286,13.0,17.0,0.765,11.0,35.0,46.0,26.0,12.0,3.0,12.0,18.0,107,11,2019-03-01,2019,BOS,1570.3503285703,1466.24696273712,1574.81756586977,1461.77972543765,1651.99035448151,1447.69056235022,107.0,96.0,68,1.0
269,22018,21800945,2019-03-03,1610612738,BOS,BOS @ HOU,0,37.0,77.0,0.481,8.0,28.0,0.286,22.0,29.0,0.759,8.0,36.0,44.0,23.0,7.0,0.0,13.0,23.0,104,-11,2019-03-03,2019,BOS,1574.81756586977,1622.81940657941,1561.6214665636,1636.01550588558,1661.80098213347,1692.39115948237,104.0,115.0,97,0.0
71,22018,21800964,2019-03-05,1610612738,BOS,BOS @ GSW,1,49.0,96.0,0.51,14.0,34.0,0.412,16.0,17.0,0.941,9.0,37.0,46.0,38.0,12.0,5.0,11.0,24.0,128,33,2019-03-05,2019,BOS,1561.6214665636,1683.15712539726,1606.16036534939,1638.61822661147,1652.1281279728,1784.93716086805,128.0,95.0,99,1.0
72,22018,21800973,2019-03-06,1610612738,BOS,BOS @ SAC,1,40.0,79.0,0.506,13.0,33.0,0.394,18.0,21.0,0.857,3.0,32.0,35.0,26.0,11.0,1.0,18.0,22.0,111,2,2019-03-06,2019,BOS,1606.16036534939,1471.01779487881,1610.38634472093,1466.79181550727,1658.42272414319,1444.27325213034,111.0,109.0,69,1.0
73,22018,21800989,2019-03-09,1610612738,BOS,BOS @ LAL,1,48.0,93.0,0.516,14.0,38.0,0.368,10.0,14.0,0.714,6.0,37.0,43.0,32.0,6.0,5.0,13.0,17.0,120,13,2019-03-09,2019,BOS,1610.38634472093,1426.95790490163,1619.16619533053,1418.17805429203,1576.15673481375,1499.42681543736,120.0,107.0,66,1.0
74,22018,21801006,2019-03-11,1610612738,BOS,BOS @ LAC,0,44.0,91.0,0.484,14.0,36.0,0.389,13.0,19.0,0.684,7.0,22.0,29.0,26.0,11.0,4.0,13.0,24.0,115,-25,2019-03-11,2019,BOS,1619.16619533053,1546.22799301692,1601.85926920391,1563.53491914354,1610.76106537016,1481.10084873734,115.0,140.0,68,0.0
270,22018,21801022,2019-03-14,1610612738,BOS,BOS @ SAC,1,49.0,97.0,0.505,9.0,28.0,0.321,19.0,26.0,0.731,10.0,42.0,52.0,32.0,7.0,2.0,13.0,20.0,126,6,2019-03-14,2019,BOS,1601.85926920391,1467.79550221933,1604.54657829253,1465.10819313071,1573.23653910913,1447.4397172886,126.0,120.0,54,1.0
271,22018,21801034,2019-03-16,1610612738,BOS,BOS @ ATL,1,44.0,93.0,0.473,13.0,36.0,0.361,28.0,37.0,0.757,11.0,35.0,46.0,30.0,10.0,7.0,14.0,21.0,129,9,2019-03-16,2019,BOS,1604.54657829253,1376.6626261436,1606.57515286305,1374.63405157308,1583.57181757809,1348.34853178886,129.0,120.0,33,1.0
272,22018,21801052,2019-03-18,1610612738,BOS,BOS @ DEN,0,39.0,93.0,0.419,12.0,39.0,0.308,15.0,19.0,0.789,12.0,25.0,37.0,24.0,12.0,5.0,13.0,16.0,105,-9,2019-03-18,2019,BOS,1606.57515286305,1597.32152766175,1592.6614010801,1611.2352794447,1649.92178921098,1638.25323871779,105.0,114.0,93,0.0
75,22018,21801067,2019-03-20,1610612738,BOS,BOS @ PHI,0,45.0,96.0,0.469,12.0,32.0,0.375,13.0,16.0,0.813,10.0,36.0,46.0,22.0,1.0,3.0,9.0,25.0,115,-3,2019-03-20,2019,BOS,1592.6614010801,1631.75970916515,1589.54358736573,1634.87752287952,1644.96033492577,1577.14051652104,115.0,118.0,88,0.0
76,22018,21801087,2019-03-23,1610612738,BOS,BOS @ CHA,0,44.0,93.0,0.473,19.0,43.0,0.442,10.0,15.0,0.667,7.0,35.0,42.0,31.0,6.0,8.0,11.0,23.0,117,-7,2019-03-23,2019,BOS,1589.54358736573,1451.51620646809,1579.92095273236,1461.13884110146,1645.51052436571,1441.22610125887,117.0,124.0,66,0.0
273,22018,21801100,2019-03-24,1610612738,BOS,BOS @ SAS,0,38.0,94.0,0.404,7.0,35.0,0.2,13.0,16.0,0.813,11.0,34.0,45.0,23.0,4.0,2.0,8.0,14.0,96,-19,2019-03-24,2019,BOS,1579.92095273236,1561.83387685391,1556.74879260599,1585.00603698028,1657.5961943574,1505.40109798289,96.0,115.0,79,0.0
77,22018,21801108,2019-03-26,1610612738,BOS,BOS @ CLE,1,46.0,91.0,0.505,10.0,25.0,0.4,14.0,19.0,0.737,11.0,35.0,46.0,23.0,8.0,3.0,10.0,21.0,116,10,2019-03-26,2019,BOS,1556.74879260599,1347.7335096603,1563.39345898107,1341.08884328522,1427.70331612433,1289.11924051553,116.0,106.0,6,1.0
274,22018,21801130,2019-03-29,1610612738,BOS,BOS @ IND,1,44.0,86.0,0.512,13.0,27.0,0.481,13.0,17.0,0.765,7.0,36.0,43.0,27.0,8.0,5.0,14.0,19.0,114,2,2019-03-29,2019,BOS,1563.39345898107,1564.0772117674,1566.62387473012,1560.84679601835,1563.18485969948,1528.31402334398,114.0,112.0,69,1.0
78,22018,21801137,2019-03-30,1610612738,BOS,BOS @ BKN,0,35.0,83.0,0.422,8.0,20.0,0.4,18.0,23.0,0.783,7.0,32.0,39.0,19.0,8.0,7.0,15.0,25.0,96,-14,2019-03-30,2019,BOS,1566.62387473012,1473.27992897834,1554.07537807188,1485.82842563658,1649.40929726307,1465.08038321058,96.0,110.0,71,0.0
275,22018,21801153,2019-04-01,1610612738,BOS,BOS @ MIA,1,36.0,91.0,0.396,17.0,40.0,0.425,21.0,24.0,0.875,14.0,35.0,49.0,25.0,8.0,2.0,13.0,18.0,110,5,2019-04-01,2019,BOS,1554.07537807188,1511.99556515125,1557.94539001951,1508.12555320362,1649.17117936862,1395.55115974709,110.0,105.0,56,1.0
79,22018,21801170,2019-04-03,1610612738,BOS,BOS @ MIA,1,38.0,80.0,0.475,9.0,24.0,0.375,27.0,31.0,0.871,6.0,36.0,42.0,25.0,8.0,7.0,12.0,21.0,112,10,2019-04-03,2019,BOS,1557.94539001951,1508.12555320362,1570.30766940718,1495.76327381595,1663.63942762808,1402.88866495369,112.0,102.0,60,1.0
80,22018,21801183,2019-04-05,1610612738,BOS,BOS @ IND,1,48.0,92.0,0.522,7.0,27.0,0.259,14.0,16.0,0.875,7.0,42.0,49.0,27.0,7.0,6.0,11.0,15.0,117,20,2019-04-05,2019,BOS,1570.30766940718,1577.08225439896,1593.5550190687,1553.83490473744,1665.47690845629,1502.22335711149,117.0,97.0,80,1.0
276,22018,21801203,2019-04-07,1610612738,BOS,BOS @ ORL,0,42.0,89.0,0.472,12.0,31.0,0.387,12.0,14.0,0.857,6.0,33.0,39.0,28.0,9.0,4.0,14.0,19.0,108,-8,2019-04-07,2019,BOS,1593.5550190687,1569.29751064662,1580.01424226881,1582.83828744651,1669.90672933976,1514.57023170236,108.0,116.0,82,0.0
81,22018,21801211,2019-04-09,1610612738,BOS,BOS @ WAS,1,45.0,99.0,0.455,15.0,44.0,0.341,11.0,23.0,0.478,13.0,37.0,50.0,27.0,10.0,3.0,6.0,17.0,116,6,2019-04-09,2019,BOS,1580.01424226881,1417.45294410953,1586.06651568523,1411.40067069311,1302.01538554485,1420.40070517338,116.0,110.0,6,1.0
82,22019,21900008,2019-10-23,1610612738,BOS,BOS @ PHI,0,33.0,90.0,0.367,7.0,26.0,0.269,20.0,34.0,0.588,10.0,31.0,41.0,18.0,4.0,2.0,11.0,29.0,93,-14,2019-10-23,2020,BOS,1577.78355171342,1582.39677605164,1569.38451361793,1590.79581414713,1568.193391004,1650.77418403123,93.0,107.0,87,0.0
277,22019,21900017,2019-10-25,1610612738,BOS,BOS @ TOR,1,42.0,109.0,0.385,13.0,38.0,0.342,15.0,16.0,0.938,21.0,35.0,56.0,21.0,10.0,8.0,10.0,20.0,112,6,2019-10-25,2020,BOS,1569.38451361793,1674.58414486437,1577.26574275976,1666.70291572254,1566.71711171307,1570.62987744293,112.0,106.0,77,1.0
83,22019,21900029,2019-10-26,1610612738,BOS,BOS @ NYK,1,42.0,93.0,0.452,15.0,41.0,0.366,19.0,29.0,0.655,13.0,33.0,46.0,24.0,14.0,9.0,13.0,26.0,118,23,2019-10-26,2020,BOS,1577.26574275976,1315.47734679743,1586.30941437987,1306.43367517732,1567.32789333803,1299.37231250605,118.0,95.0,21,1.0
278,22019,21900058,2019-10-30,1610612738,BOS,BOS @ MIL,1,41.0,92.0,0.446,17.0,41.0,0.415,17.0,21.0,0.81,5.0,40.0,45.0,25.0,4.0,4.0,10.0,20.0,116,11,2019-10-30,2020,BOS,1586.30941437987,1642.07734806228,1595.59777165708,1632.78899078507,1521.68825630277,1636.8246310262,116.0,105.0,79,1.0
279,22019,21900072,2019-11-01,1610612738,BOS,BOS @ NYK,1,33.0,74.0,0.446,11.0,34.0,0.324,27.0,29.0,0.931,3.0,41.0,44.0,21.0,7.0,4.0,14.0,16.0,104,2,2019-11-01,2020,BOS,1595.59777165708,1310.91005677326,1596.32535891392,1310.18246951642,1554.97078886954,1280.18544839715,104.0,102.0,16,1.0
84,22019,21900098,2019-11-05,1610612738,BOS,BOS @ CLE,1,48.0,85.0,0.565,12.0,30.0,0.4,11.0,15.0,0.733,4.0,41.0,45.0,24.0,5.0,12.0,14.0,23.0,119,6,2019-11-05,2020,BOS,1596.32535891392,1344.12189299356,1600.37832372115,1340.06892818633,1557.25575598271,1361.34776042541,119.0,113.0,31,1.0
85,22019,21900112,2019-11-07,1610612738,BOS,BOS @ CHA,1,40.0,93.0,0.43,10.0,33.0,0.303,18.0,23.0,0.783,11.0,41.0,52.0,29.0,13.0,5.0,13.0,19.0,108,21,2019-11-07,2020,BOS,1600.37832372115,1483.17285886482,1616.26860442212,1467.28257816385,1594.08015275135,1340.15176613595,108.0,87.0,32,1.0
86,22019,21900127,2019-11-09,1610612738,BOS,BOS @ SAS,1,48.0,94.0,0.511,14.0,37.0,0.378,25.0,28.0,0.893,7.0,36.0,43.0,28.0,11.0,11.0,9.0,25.0,135,20,2019-11-09,2020,BOS,1616.26860442212,1559.88423842856,1635.36061787364,1540.79222497704,1610.52629716291,1463.64680031776,135.0,115.0,64,1.0
280,22019,21900141,2019-11-11,1610612738,BOS,BOS @ DAL,1,41.0,86.0,0.477,15.0,35.0,0.429,19.0,25.0,0.76,10.0,36.0,46.0,25.0,4.0,5.0,9.0,27.0,116,10,2019-11-11,2020,BOS,1635.36061787364,1491.23214505705,1638.78083757627,1487.81192535442,1607.34358805176,1578.79972309643,116.0,106.0,84,1.0
281,22019,21900156,2019-11-13,1610612738,BOS,BOS @ WAS,1,49.0,96.0,0.51,16.0,36.0,0.444,26.0,29.0,0.897,10.0,34.0,44.0,32.0,5.0,5.0,12.0,26.0,140,7,2019-11-13,2020,BOS,1638.78083757627,1408.13245827297,1640.50698344581,1406.40631240343,1606.94469853782,1420.53033164776,140.0,133.0,54,1.0
87,22019,21900173,2019-11-15,1610612738,BOS,BOS @ GSW,1,37.0,91.0,0.407,13.0,33.0,0.394,18.0,23.0,0.783,11.0,36.0,47.0,24.0,13.0,5.0,14.0,24.0,105,5,2019-11-15,2020,BOS,1640.50698344581,1498.75768250674,1646.50251805039,1492.76214790216,1590.99516900404,1371.03176679958,105.0,100.0,39,1.0
88,22019,21900184,2019-11-17,1610612738,BOS,BOS @ SAC,0,34.0,82.0,0.415,10.0,30.0,0.333,21.0,24.0,0.875,10.0,36.0,46.0,26.0,7.0,3.0,15.0,14.0,99,-1,2019-11-17,2020,BOS,1646.50251805039,1455.61659835216,1641.02876650063,1461.09034990192,1570.52185753536,1481.24452067861,99.0,100.0,61,0.0
89,22019,21900195,2019-11-18,1610612738,BOS,BOS @ PHX,1,37.0,89.0,0.416,12.0,41.0,0.293,13.0,17.0,0.765,11.0,41.0,52.0,22.0,12.0,5.0,17.0,21.0,99,14,2019-11-18,2020,BOS,1641.02876650063,1427.25050877958,1649.08920069425,1419.19007458596,1562.08793914207,1557.47407201091,99.0,85.0,74,1.0
90,22019,21900212,2019-11-20,1610612738,BOS,BOS @ LAC,0,41.0,104.0,0.394,12.0,45.0,0.267,10.0,14.0,0.714,18.0,35.0,53.0,26.0,11.0,2.0,18.0,22.0,104,-3,2019-11-20,2020,BOS,1649.08920069425,1565.16238030637,1643.82472781068,1570.42685318994,1577.24171050356,1720.84580658445,104.0,107.0,94,0.0
91,22019,21900222,2019-11-22,1610612738,BOS,BOS @ DEN,0,33.0,81.0,0.407,7.0,27.0,0.259,19.0,23.0,0.826,5.0,35.0,40.0,21.0,12.0,6.0,13.0,19.0,92,-4,2019-11-22,2020,BOS,1643.82472781068,1611.32036618954,1638.97559222066,1616.16950177956,1604.13175281578,1611.6274483718,92.0,96.0,87,0.0
282,22019,21900244,2019-11-25,1610612738,BOS,BOS @ SAC,1,38.0,85.0,0.447,7.0,30.0,0.233,20.0,23.0,0.87,11.0,27.0,38.0,20.0,10.0,4.0,12.0,16.0,103,1,2019-11-25,2020,BOS,1638.97559222066,1465.19908568814,1640.11198245281,1464.06269545599,1550.1037390077,1434.49431903336,103.0,102.0,47,1.0
283,22019,21900253,2019-11-27,1610612738,BOS,BOS @ BKN,1,43.0,97.0,0.443,13.0,34.0,0.382,22.0,24.0,0.917,19.0,36.0,55.0,23.0,10.0,5.0,14.0,17.0,121,11,2019-11-27,2020,BOS,1640.11198245281,1477.00617890715,1643.39158554201,1473.72657581795,1554.24264358403,1442.31087922398,121.0,110.0,49,1.0
92,22019,21900267,2019-11-29,1610612738,BOS,BOS @ BKN,0,41.0,93.0,0.441,9.0,28.0,0.321,16.0,21.0,0.762,16.0,32.0,48.0,16.0,11.0,7.0,19.0,14.0,107,-5,2019-11-29,2020,BOS,1643.39158554201,1473.72657581795,1634.46420224744,1482.65395911252,1592.74939029071,1465.84882870929,107.0,112.0,62,0.0
93,22019,21900285,2019-12-01,1610612738,BOS,BOS @ NYK,1,41.0,93.0,0.441,15.0,41.0,0.366,16.0,22.0,0.727,16.0,28.0,44.0,25.0,5.0,7.0,14.0,28.0,113,9,2019-12-01,2020,BOS,1634.46420224744,1280.59671078843,1637.51044311957,1277.5504699163,1595.64718025824,1259.03532765924,113.0,104.0,17,1.0
284,22019,21900310,2019-12-04,1610612738,BOS,BOS @ MIA,1,35.0,79.0,0.443,16.0,41.0,0.39,26.0,32.0,0.813,10.0,36.0,46.0,21.0,8.0,8.0,11.0,20.0,112,19,2019-12-04,2020,BOS,1637.51044311957,1595.98907490546,1646.22651577859,1587.27300224644,1517.52232721456,1544.79818703029,112.0,93.0,63,1.0
285,22019,21900323,2019-12-06,1610612738,BOS,BOS @ DEN,1,44.0,82.0,0.537,13.0,35.0,0.371,7.0,8.0,0.875,4.0,33.0,37.0,21.0,5.0,5.0,16.0,23.0,108,13,2019-12-06,2020,BOS,1646.22651577859,1609.56785892627,1653.13827440784,1602.65610029702,1558.22484676518,1642.90667936017,108.0,95.0,85,1.0
286,22019,21900344,2019-12-09,1610612738,BOS,BOS @ CLE,1,45.0,78.0,0.577,15.0,27.0,0.556,5.0,8.0,0.625,5.0,34.0,39.0,22.0,8.0,9.0,18.0,19.0,110,22,2019-12-09,2020,BOS,1653.13827440784,1299.29681748505,1654.89400075026,1297.54109114263,1604.85944492534,1392.78163500657,110.0,88.0,47,1.0
94,22019,21900357,2019-12-11,1610612738,BOS,BOS @ IND,0,43.0,87.0,0.494,14.0,36.0,0.389,17.0,22.0,0.773,8.0,36.0,44.0,25.0,6.0,4.0,15.0,27.0,117,-5,2019-12-11,2020,BOS,1654.89400075026,1560.18664286625,1647.99303988529,1567.08760373122,1598.095743289,1494.33544779905,117.0,122.0,69,0.0
287,22019,21900367,2019-12-12,1610612738,BOS,BOS @ PHI,0,42.0,91.0,0.462,11.0,31.0,0.355,14.0,17.0,0.824,9.0,24.0,33.0,24.0,4.0,7.0,6.0,25.0,109,-6,2019-12-12,2020,BOS,1647.99303988529,1623.16105043828,1636.44212740194,1634.71196292163,1544.37256229382,1606.95630757855,109.0,115.0,79,0.0
95,22019,21900413,2019-12-18,1610612738,BOS,BOS @ DAL,1,35.0,86.0,0.407,12.0,38.0,0.316,27.0,30.0,0.9,14.0,40.0,54.0,13.0,3.0,4.0,16.0,21.0,109,6,2019-12-18,2020,BOS,1636.44212740194,1587.86803046823,1645.69166708346,1578.61849078671,1558.25019942229,1529.56813820495,109.0,103.0,68,1.0
288,22019,21900422,2019-12-20,1610612738,BOS,BOS @ DET,1,45.0,86.0,0.523,9.0,27.0,0.333,15.0,21.0,0.714,13.0,38.0,51.0,24.0,13.0,9.0,20.0,19.0,114,21,2019-12-20,2020,BOS,1645.69166708346,1454.53541604672,1650.02495479388,1450.2021283363,1638.37333757631,1383.20184558908,114.0,93.0,50,1.0
289,22019,21900440,2019-12-22,1610612738,BOS,BOS @ CHA,1,46.0,88.0,0.523,14.0,32.0,0.438,13.0,16.0,0.813,10.0,47.0,57.0,25.0,2.0,9.0,13.0,24.0,119,26,2019-12-22,2020,BOS,1650.02495479388,1417.90103371739,1654.03711802633,1413.88887048494,1659.58581329407,1331.46823862671,119.0,93.0,41,1.0
96,22019,21900455,2019-12-25,1610612738,BOS,BOS @ TOR,1,46.0,92.0,0.5,14.0,33.0,0.424,12.0,14.0,0.857,13.0,32.0,45.0,26.0,7.0,3.0,19.0,22.0,118,16,2019-12-25,2020,BOS,1654.03711802633,1647.18119153209,1673.20521542079,1628.01309413763,1600.3637915635,1537.34573213042,118.0,102.0,77,1.0
290,22019,21900466,2019-12-27,1610612738,BOS,BOS @ CLE,1,49.0,95.0,0.516,14.0,40.0,0.35,17.0,19.0,0.895,12.0,31.0,43.0,28.0,4.0,10.0,11.0,23.0,129,12,2019-12-27,2020,BOS,1673.20521542079,1328.76878993873,1674.43901997564,1327.53498538388,1677.83659128255,1371.1359748028,129.0,117.0,55,1.0
291,22019,21900473,2019-12-28,1610612738,BOS,BOS @ TOR,0,31.0,78.0,0.397,7.0,32.0,0.219,28.0,36.0,0.778,7.0,24.0,31.0,18.0,11.0,4.0,15.0,17.0,97,-16,2019-12-28,2020,BOS,1674.43901997564,1628.01309413763,1652.17499393517,1650.2771201781,1674.55046467442,1541.14778115958,97.0,113.0,86,0.0
97,22019,21900497,2019-12-31,1610612738,BOS,BOS @ CHA,1,44.0,97.0,0.454,14.0,38.0,0.368,7.0,10.0,0.7,15.0,39.0,54.0,25.0,12.0,9.0,13.0,16.0,109,17,2019-12-31,2020,BOS,1652.17499393517,1401.36100871533,1659.90327700663,1393.63272564387,1613.05180986974,1320.48198007978,109.0,92.0,31,1.0
292,22019,21900517,2020-01-03,1610612738,BOS,BOS @ ATL,1,41.0,93.0,0.441,6.0,25.0,0.24,21.0,29.0,0.724,12.0,42.0,54.0,23.0,9.0,7.0,13.0,16.0,109,3,2020-01-03,2020,BOS,1659.90327700663,1328.8499868393,1660.54493507315,1328.20832877278,1600.97849157746,1385.73775378365,109.0,106.0,45,1.0
98,22019,21900529,2020-01-04,1610612738,BOS,BOS @ CHI,1,43.0,82.0,0.524,8.0,19.0,0.421,17.0,21.0,0.81,13.0,31.0,44.0,22.0,10.0,5.0,20.0,22.0,111,7,2020-01-04,2020,BOS,1660.54493507315,1400.16173087341,1664.78444561927,1395.9222203273,1600.84883779145,1406.54627427161,111.0,104.0,49,1.0
99,22019,21900542,2020-01-06,1610612738,BOS,BOS @ WAS,0,33.0,95.0,0.347,8.0,37.0,0.216,20.0,26.0,0.769,16.0,39.0,55.0,17.0,7.0,8.0,17.0,20.0,94,-5,2020-01-06,2020,BOS,1664.78444561927,1396.07690769651,1652.98245123805,1407.87890207773,1629.73970655584,1301.2414019466,94.0,99.0,29,0.0
293,22019,21900554,2020-01-08,1610612738,BOS,BOS @ SAS,0,37.0,89.0,0.416,13.0,38.0,0.342,27.0,30.0,0.9,8.0,31.0,39.0,26.0,7.0,2.0,15.0,20.0,114,-15,2020-01-08,2020,BOS,1652.98245123805,1506.68481870057,1625.98738922005,1533.67988071857,1611.77885080348,1435.82184040538,114.0,129.0,59,0.0
100,22019,21900564,2020-01-09,1610612738,BOS,BOS @ PHI,0,38.0,88.0,0.432,14.0,36.0,0.389,8.0,8.0,1.0,8.0,30.0,38.0,17.0,8.0,1.0,15.0,16.0,98,-11,2020-01-09,2020,BOS,1625.98738922005,1593.30314784416,1617.53818987341,1601.7523471908,1597.83668202872,1574.80975797742,98.0,109.0,82,0.0
294,22019,21900578,2020-01-11,1610612738,BOS,BOS @ NOP,1,55.0,100.0,0.55,14.0,29.0,0.483,16.0,18.0,0.889,10.0,43.0,53.0,29.0,14.0,3.0,11.0,23.0,140,35,2020-01-11,2020,BOS,1617.53818987341,1474.08132427026,1625.63416639055,1465.98534775312,1613.79101674843,1391.01909500565,140.0,105.0,48,1.0
295,22019,21900593,2020-01-13,1610612738,BOS,BOS @ CHI,1,39.0,83.0,0.47,9.0,23.0,0.391,26.0,29.0,0.897,10.0,33.0,43.0,28.0,7.0,6.0,12.0,19.0,113,12,2020-01-13,2020,BOS,1625.63416639055,1393.39167368196,1628.00031701351,1391.025523059,1621.34871245192,1411.90163082683,113.0,101.0,55,1.0
296,22019,21900604,2020-01-15,1610612738,BOS,BOS @ DET,0,41.0,83.0,0.494,9.0,28.0,0.321,12.0,20.0,0.6,13.0,31.0,44.0,21.0,7.0,2.0,15.0,17.0,103,-13,2020-01-15,2020,BOS,1628.00031701351,1393.39017710461,1598.79272182009,1422.59777229803,1549.74568406588,1362.42465413095,103.0,116.0,30,0.0
101,22019,21900615,2020-01-16,1610612738,BOS,BOS @ MIL,0,43.0,98.0,0.439,15.0,49.0,0.306,22.0,27.0,0.815,10.0,33.0,43.0,16.0,4.0,7.0,8.0,25.0,123,-5,2020-01-16,2020,BOS,1598.79272182009,1742.27456707408,1596.46539712738,1744.60189176679,1544.67381092527,1704.90941005048,123.0,128.0,90,0.0
